,doc,Page,Ycord_first,Xcord_first,font_size,font_name,Object,Textbox,word,special_char,ycord_average
927,001_sd.pdf,3,401.201,164.849,9,CAAAAA+ArialMT,9,15,mit,0,401.201
928,001_sd.pdf,3,401.201,179.519,9,CAAAAA+ArialMT,9,15,starken,0,401.201
929,001_sd.pdf,3,401.201,211.793,9,CAAAAA+ArialMT,9,15,Oxidationsmitteln,0,401.201
930,001_sd.pdf,3,401.201,283.5499999999999,9,CAAAAA+ArialMT,9,15,aufbewahren,0,401.201
931,001_sd.pdf,3,401.201,335.73199999999986,9,CAAAAA+ArialMT,9,15,.,1,401.201
932,001_sd.pdf,3,391.001,58.3,9,CAAAAA+ArialMT,10,1,7.2.3,0,390.74385714285717
933,001_sd.pdf,3,390.701,95.0,9,BAAAAA+Arial-BoldMT,10,1,Weitere,0,390.74385714285717
934,001_sd.pdf,3,390.701,129.67700000000002,9,BAAAAA+Arial-BoldMT,10,1,Angaben,0,390.74385714285717
935,001_sd.pdf,3,390.701,170.627,9,BAAAAA+Arial-BoldMT,10,1,zu,0,390.74385714285717
936,001_sd.pdf,3,390.701,183.209,9,BAAAAA+Arial-BoldMT,10,1,den,0,390.74385714285717
937,001_sd.pdf,3,390.701,201.785,9,BAAAAA+Arial-BoldMT,10,1,Lagerbedingungen,0,390.74385714285717
938,001_sd.pdf,3,390.701,282.992,9,BAAAAA+Arial-BoldMT,10,1,:,1,390.74385714285717
939,001_sd.pdf,3,380.201,95.0,9,CAAAAA+ArialMT,11,1,Jeden,0,380.201
940,001_sd.pdf,3,380.201,122.18900000000001,9,CAAAAA+ArialMT,11,1,Kontakt,0,380.201
941,001_sd.pdf,3,380.201,155.453,9,CAAAAA+ArialMT,11,1,des,0,380.201
942,001_sd.pdf,3,380.201,172.544,9,CAAAAA+ArialMT,11,1,Produktes,0,380.201
943,001_sd.pdf,3,380.201,215.80700000000002,9,CAAAAA+ArialMT,11,1,mit,0,380.201
944,001_sd.pdf,3,380.201,230.477,9,CAAAAA+ArialMT,11,1,Wasser,0,380.201
945,001_sd.pdf,3,380.201,263.75,9,CAAAAA+ArialMT,11,1,während,0,380.201
946,001_sd.pdf,3,380.201,300.83899999999994,9,CAAAAA+ArialMT,11,1,der,0,380.201
947,001_sd.pdf,3,380.201,316.42699999999996,9,CAAAAA+ArialMT,11,1,Lagerung,0,380.201
948,001_sd.pdf,3,380.201,357.2149999999999,9,CAAAAA+ArialMT,11,1,vermeiden,0,380.201
949,001_sd.pdf,3,380.201,399.407,9,CAAAAA+ArialMT,11,1,.,1,380.201
950,001_sd.pdf,3,370.001,58.3,9,CAAAAA+ArialMT,15,1,7.3,0,369.801
951,001_sd.pdf,3,369.701,95.0,9,BAAAAA+Arial-BoldMT,11,2,Spezifische,0,369.801
952,001_sd.pdf,3,369.701,147.23600000000002,9,BAAAAA+Arial-BoldMT,11,2,Endanwendungen,0,369.801
953,001_sd.pdf,3,359.201,95.0,9,CAAAAA+ArialMT,11,3,n.v,0,359.201
954,001_sd.pdf,3,359.201,106.295,9,CAAAAA+ArialMT,11,3,.,1,359.201
955,001_sd.pdf,3,336.28999999999996,59.3,10,BAAAAA+Arial-BoldMT,16,1,ABSCHNITT,0,336.28999999999996
956,001_sd.pdf,3,336.28999999999996,119.55000000000001,10,BAAAAA+Arial-BoldMT,16,1,8,0,336.28999999999996
957,001_sd.pdf,3,336.28999999999996,125.05000000000001,10,BAAAAA+Arial-BoldMT,16,1,:,1,336.28999999999996
958,001_sd.pdf,3,336.28999999999996,131.14,10,BAAAAA+Arial-BoldMT,16,1,Begrenzung,0,336.28999999999996
959,001_sd.pdf,3,336.28999999999996,191.61,10,BAAAAA+Arial-BoldMT,16,1,und,0,336.28999999999996
960,001_sd.pdf,3,336.28999999999996,212.7,10,BAAAAA+Arial-BoldMT,16,1,Überwachung,0,336.28999999999996
961,001_sd.pdf,3,336.28999999999996,281.56,10,BAAAAA+Arial-BoldMT,16,1,der,0,336.28999999999996
962,001_sd.pdf,3,336.28999999999996,299.74,10,BAAAAA+Arial-BoldMT,16,1,Exposition,0,336.28999999999996
963,001_sd.pdf,3,336.28999999999996,350.7,10,BAAAAA+Arial-BoldMT,16,1,/,1,336.28999999999996
964,001_sd.pdf,3,336.28999999999996,353.4,10,BAAAAA+Arial-BoldMT,16,1,Persönliche,0,336.28999999999996
965,001_sd.pdf,3,336.28999999999996,412.5499999999999,10,BAAAAA+Arial-BoldMT,16,1,Schutzausrüstungen,0,336.28999999999996
966,001_sd.pdf,3,325.001,58.3,9,CAAAAA+ArialMT,16,2,8.1,0,324.701
967,001_sd.pdf,3,324.601,95.0,9,BAAAAA+Arial-BoldMT,17,1,Zu,0,324.701
968,001_sd.pdf,3,324.601,108.473,9,BAAAAA+Arial-BoldMT,17,1,überwachende,0,324.701
969,001_sd.pdf,3,324.601,174.425,9,BAAAAA+Arial-BoldMT,17,1,Parameter,0,324.701
970,001_sd.pdf,3,313.801,95.0,9,BAAAAA+Arial-BoldMT,17,2,Bezeichnung,0,313.801
971,001_sd.pdf,3,313.801,153.734,9,BAAAAA+Arial-BoldMT,17,2,des,0,313.801
972,001_sd.pdf,3,313.801,171.815,9,BAAAAA+Arial-BoldMT,17,2,Stoffes,0,313.801
973,001_sd.pdf,3,313.801,270.0,9,BAAAAA+Arial-BoldMT,18,1,Überwachungswert,0,313.801
974,001_sd.pdf,3,289.223,95.0,7,CAAAAA+ArialMT,20,1,AGW,0,289.223
975,001_sd.pdf,3,289.223,113.87899999999999,7,CAAAAA+ArialMT,20,1,sind,0,289.223
976,001_sd.pdf,3,289.223,128.558,7,CAAAAA+ArialMT,20,1,der,0,289.223
977,001_sd.pdf,3,289.223,140.248,7,CAAAAA+ArialMT,20,1,TRGS,0,289.223
978,001_sd.pdf,3,289.223,161.619,7,CAAAAA+ArialMT,20,1,900,0,289.223
979,001_sd.pdf,3,289.223,175.01,7,CAAAAA+ArialMT,20,1,entnommen,0,289.223
980,001_sd.pdf,3,276.501,58.3,9,CAAAAA+ArialMT,19,1,8.2,0,276.25100000000003
981,001_sd.pdf,3,276.201,95.0,9,BAAAAA+Arial-BoldMT,20,2,Begrenzung,0,276.25100000000003
982,001_sd.pdf,3,276.201,149.648,9,BAAAAA+Arial-BoldMT,20,2,und,0,276.25100000000003
983,001_sd.pdf,3,276.201,168.70999999999998,9,BAAAAA+Arial-BoldMT,20,2,Überwachung,0,276.25100000000003
984,001_sd.pdf,3,276.201,231.05299999999997,9,BAAAAA+Arial-BoldMT,20,2,der,0,276.25100000000003
985,001_sd.pdf,3,276.201,247.54099999999997,9,BAAAAA+Arial-BoldMT,20,2,Exposition,0,276.25100000000003
986,001_sd.pdf,3,265.701,58.3,9,CAAAAA+ArialMT,19,2,8.2.1,0,265.476
987,001_sd.pdf,3,265.401,95.0,9,BAAAAA+Arial-BoldMT,20,3,Geeignete,0,265.476
988,001_sd.pdf,3,265.401,141.161,9,BAAAAA+Arial-BoldMT,20,3,technische,0,265.476
989,001_sd.pdf,3,265.401,190.913,9,BAAAAA+Arial-BoldMT,20,3,Steuereinrichtungen,0,265.476
990,001_sd.pdf,3,254.901,95.0,9,CAAAAA+ArialMT,20,4,Für,0,254.901
991,001_sd.pdf,3,254.901,111.083,9,CAAAAA+ArialMT,20,4,angemessene,0,254.901
992,001_sd.pdf,3,254.901,170.555,9,CAAAAA+ArialMT,20,4,Entlüftung,0,254.901
993,001_sd.pdf,3,254.901,213.8,9,CAAAAA+ArialMT,20,4,und,0,254.901
994,001_sd.pdf,3,254.901,231.395,9,CAAAAA+ArialMT,20,4,Staubabsaugung,0,254.901
995,001_sd.pdf,3,254.901,302.45899999999995,9,CAAAAA+ArialMT,20,4,an,0,254.901
996,001_sd.pdf,3,254.901,315.0499999999999,9,CAAAAA+ArialMT,20,4,der,0,254.901
997,001_sd.pdf,3,254.901,330.6379999999999,9,CAAAAA+ArialMT,20,4,Maschine,0,254.901
998,001_sd.pdf,3,254.901,371.72299999999984,9,CAAAAA+ArialMT,20,4,sorgen,0,254.901
999,001_sd.pdf,3,254.901,399.4159999999999,9,CAAAAA+ArialMT,20,4,.,1,254.901
1000,001_sd.pdf,3,234.501,58.3,9,CAAAAA+ArialMT,21,1,8.2.2,0,234.301
1001,001_sd.pdf,3,234.201,95.0,9,BAAAAA+Arial-BoldMT,22,1,Individuelle,0,234.301
1002,001_sd.pdf,3,234.201,147.119,9,BAAAAA+Arial-BoldMT,22,1,Sicherheitsmaßnamen,0,234.301
1003,001_sd.pdf,3,223.701,58.3,9,CAAAAA+ArialMT,21,2,8.2.2a,0,223.63433333333333
1004,001_sd.pdf,3,223.401,94.4,9,BAAAAA+Arial-BoldMT,21,2,Atemschutz,0,223.63433333333333
1005,001_sd.pdf,3,223.401,145.358,9,BAAAAA+Arial-BoldMT,21,2,:,1,223.63433333333333
1006,001_sd.pdf,3,223.701,198.1,9,CAAAAA+ArialMT,24,1,Beim,0,223.63433333333333
1007,001_sd.pdf,3,223.701,220.78,9,CAAAAA+ArialMT,24,1,Auftreten,0,223.63433333333333
1008,001_sd.pdf,3,223.701,259.93899999999996,9,CAAAAA+ArialMT,24,1,atembarer,0,223.63433333333333
1009,001_sd.pdf,3,223.701,303.706,9,CAAAAA+ArialMT,24,1,Stäube,0,223.63433333333333
1010,001_sd.pdf,3,223.701,334.882,9,CAAAAA+ArialMT,24,1,umgebungsluftunabhängiges,0,223.63433333333333
1011,001_sd.pdf,3,223.701,453.43899999999985,9,CAAAAA+ArialMT,24,1,Atemschutzgerät,0,223.63433333333333
1012,001_sd.pdf,3,213.501,198.1,9,CAAAAA+ArialMT,24,2,verwenden,0,213.501
1013,001_sd.pdf,3,213.501,242.101,9,CAAAAA+ArialMT,24,2,.,1,213.501
1014,001_sd.pdf,3,213.501,247.186,9,CAAAAA+ArialMT,24,2,Empfohlener,0,213.501
1015,001_sd.pdf,3,213.501,300.961,9,CAAAAA+ArialMT,24,2,Filtertyp,0,213.501
1016,001_sd.pdf,3,213.501,333.10900000000004,9,CAAAAA+ArialMT,24,2,:,1,213.501
1017,001_sd.pdf,3,213.501,338.095,9,CAAAAA+ArialMT,24,2,P,0,213.501
1018,001_sd.pdf,3,213.501,346.492,9,CAAAAA+ArialMT,24,2,2,0,213.501
1019,001_sd.pdf,3,203.301,58.3,9,CAAAAA+ArialMT,23,1,8.2.2b*,0,203.24645454545453
1020,001_sd.pdf,3,203.001,94.4,9,BAAAAA+Arial-BoldMT,23,1,Handschutz,0,203.24645454545453
1021,001_sd.pdf,3,203.001,145.565,9,BAAAAA+Arial-BoldMT,23,1,:,1,203.24645454545453
1022,001_sd.pdf,3,203.301,198.1,9,CAAAAA+ArialMT,24,3,Wiederholte,0,203.24645454545453
1023,001_sd.pdf,3,203.301,249.36399999999998,9,CAAAAA+ArialMT,24,3,oder,0,203.24645454545453
1024,001_sd.pdf,3,203.301,270.046,9,CAAAAA+ArialMT,24,3,andauernde,0,203.24645454545453
1025,001_sd.pdf,3,203.301,320.94100000000003,9,CAAAAA+ArialMT,24,3,Einwirkung,0,203.24645454545453
1026,001_sd.pdf,3,203.301,367.516,9,CAAAAA+ArialMT,24,3,Schutzhandschuhe,0,203.24645454545453
1027,001_sd.pdf,3,203.301,447.0759999999999,9,CAAAAA+ArialMT,24,3,gemäss,0,203.24645454545453
1028,001_sd.pdf,3,203.301,481.34799999999984,9,CAAAAA+ArialMT,24,3,EN,0,203.24645454545453
1029,001_sd.pdf,3,203.301,496.33299999999986,9,CAAAAA+ArialMT,24,3,374.,0,203.24645454545453
1030,001_sd.pdf,3,193.101,198.1,9,CAAAAA+ArialMT,24,4,Die,0,193.101
1031,001_sd.pdf,3,193.101,213.697,9,CAAAAA+ArialMT,24,4,Auswahl,0,193.101
1032,001_sd.pdf,3,193.101,250.264,9,CAAAAA+ArialMT,24,4,eines,0,193.101
1033,001_sd.pdf,3,193.101,274.447,9,CAAAAA+ArialMT,24,4,geeigneten,0,193.101
1034,001_sd.pdf,3,193.101,321.82300000000004,9,CAAAAA+ArialMT,24,4,Handschuhs,0,193.101
1035,001_sd.pdf,3,193.101,374.698,9,CAAAAA+ArialMT,24,4,ist,0,193.101
1036,001_sd.pdf,3,193.101,386.371,9,CAAAAA+ArialMT,24,4,nicht,0,193.101
1037,001_sd.pdf,3,193.101,408.0519999999999,9,CAAAAA+ArialMT,24,4,nur,0,193.101
1038,001_sd.pdf,3,193.101,423.63999999999993,9,CAAAAA+ArialMT,24,4,vom,0,193.101
1039,001_sd.pdf,3,193.101,443.2149999999999,9,CAAAAA+ArialMT,24,4,Material,0,193.101
1040,001_sd.pdf,3,193.101,475.1829999999999,9,CAAAAA+ArialMT,24,4,",",1,193.101
1041,001_sd.pdf,3,193.101,480.16899999999987,9,CAAAAA+ArialMT,24,4,sondern,0,193.101
1042,001_sd.pdf,3,182.901,198.1,9,CAAAAA+ArialMT,24,5,auch,0,182.901
1043,001_sd.pdf,3,182.901,220.285,9,CAAAAA+ArialMT,24,5,von,0,182.901
1044,001_sd.pdf,3,182.901,237.286,9,CAAAAA+ArialMT,24,5,weiteren,0,182.901
1045,001_sd.pdf,3,182.901,273.871,9,CAAAAA+ArialMT,24,5,Qualitätsmerkmalen,0,182.901
1046,001_sd.pdf,3,182.901,356.986,9,CAAAAA+ArialMT,24,5,abhängig,0,182.901
1047,001_sd.pdf,3,182.901,396.77499999999986,9,CAAAAA+ArialMT,24,5,und,0,182.901
1048,001_sd.pdf,3,182.901,414.4689999999998,9,CAAAAA+ArialMT,24,5,von,0,182.901
1049,001_sd.pdf,3,182.901,431.46099999999984,9,CAAAAA+ArialMT,24,5,Hersteller,0,182.901
1050,001_sd.pdf,3,182.901,472.7259999999998,9,CAAAAA+ArialMT,24,5,zu,0,182.901
1051,001_sd.pdf,3,182.901,484.7139999999998,9,CAAAAA+ArialMT,24,5,Hersteller,0,182.901
1052,001_sd.pdf,3,172.701,198.1,9,CAAAAA+ArialMT,24,6,unterschiedlich,0,172.701
1053,001_sd.pdf,3,172.701,258.57099999999997,9,CAAAAA+ArialMT,24,6,.,1,172.701
1054,001_sd.pdf,3,162.501,198.1,9,CAAAAA+ArialMT,24,7,Bitte,0,162.501
1055,001_sd.pdf,3,162.501,218.17,9,CAAAAA+ArialMT,24,7,Angaben,0,162.501
1056,001_sd.pdf,3,162.501,256.951,9,CAAAAA+ArialMT,24,7,des,0,162.501
1057,001_sd.pdf,3,162.501,274.141,9,CAAAAA+ArialMT,24,7,Handschuhlieferanten,0,162.501
1058,001_sd.pdf,3,162.501,364.789,9,CAAAAA+ArialMT,24,7,in,0,162.501
1059,001_sd.pdf,3,162.501,374.37399999999997,9,CAAAAA+ArialMT,24,7,Bezug,0,162.501
1060,001_sd.pdf,3,162.501,402.46299999999997,9,CAAAAA+ArialMT,24,7,auf,0,162.501
1061,001_sd.pdf,3,162.501,417.5559999999999,9,CAAAAA+ArialMT,24,7,Durchlässigkeit,0,162.501
1062,001_sd.pdf,3,162.501,481.5999999999998,9,CAAAAA+ArialMT,24,7,und,0,162.501
1063,001_sd.pdf,3,152.301,198.1,9,CAAAAA+ArialMT,24,8,Durchbruchzeit,0,152.301
1064,001_sd.pdf,3,152.301,261.361,9,CAAAAA+ArialMT,24,8,beachten,0,152.301
1065,001_sd.pdf,3,152.301,298.65700000000004,9,CAAAAA+ArialMT,24,8,.,1,152.301
1066,001_sd.pdf,3,152.301,303.247,9,CAAAAA+ArialMT,24,8,Auch,0,152.301
1067,001_sd.pdf,3,152.301,326.422,9,CAAAAA+ArialMT,24,8,die,0,152.301
1068,001_sd.pdf,3,152.301,341.011,9,CAAAAA+ArialMT,24,8,spezifischen,0,152.301
1069,001_sd.pdf,3,152.301,390.88899999999995,9,CAAAAA+ArialMT,24,8,",",1,152.301
1070,001_sd.pdf,3,152.301,395.97399999999993,9,CAAAAA+ArialMT,24,8,ortsbezüglichen,0,152.301
1071,001_sd.pdf,3,152.301,461.92599999999993,9,CAAAAA+ArialMT,24,8,Bedingungen,0,152.301
1072,001_sd.pdf,3,152.301,515.224,9,CAAAAA+ArialMT,24,8,",",1,152.301
1073,001_sd.pdf,3,142.101,198.1,9,CAAAAA+ArialMT,24,9,unter,0,142.101
1074,001_sd.pdf,3,142.101,221.194,9,CAAAAA+ArialMT,24,9,welchen,0,142.101
1075,001_sd.pdf,3,142.101,256.87,9,CAAAAA+ArialMT,24,9,das,0,142.101
1076,001_sd.pdf,3,142.101,273.961,9,CAAAAA+ArialMT,24,9,Produkt,0,142.101
1077,001_sd.pdf,3,142.101,307.72900000000004,9,CAAAAA+ArialMT,24,9,eingesetzt,0,142.101
1078,001_sd.pdf,3,142.101,351.505,9,CAAAAA+ArialMT,24,9,wird,0,142.101
1079,001_sd.pdf,3,142.101,367.894,9,CAAAAA+ArialMT,24,9,",",1,142.101
1080,001_sd.pdf,3,142.101,372.88,9,CAAAAA+ArialMT,24,9,in,0,142.101
1081,001_sd.pdf,3,142.101,382.4649999999999,9,CAAAAA+ArialMT,24,9,Betracht,0,142.101
1082,001_sd.pdf,3,142.101,418.7259999999999,9,CAAAAA+ArialMT,24,9,ziehen,0,142.101
1083,001_sd.pdf,3,142.101,445.3209999999999,9,CAAAAA+ArialMT,24,9,",",1,142.101
1084,001_sd.pdf,3,142.101,450.40599999999984,9,CAAAAA+ArialMT,24,9,wie,0,142.101
1085,001_sd.pdf,3,142.101,466.2909999999998,9,CAAAAA+ArialMT,24,9,Schnittgefahr,0,142.101
1086,001_sd.pdf,3,142.101,519.1389999999999,9,CAAAAA+ArialMT,24,9,",",1,142.101
1087,001_sd.pdf,3,131.901,198.1,9,CAAAAA+ArialMT,24,10,Abrieb,0,131.901
1088,001_sd.pdf,3,131.901,226.783,9,CAAAAA+ArialMT,24,10,und,0,131.901
1089,001_sd.pdf,3,131.901,244.378,9,CAAAAA+ArialMT,24,10,Kontaktdauer,0,131.901
1090,001_sd.pdf,3,131.901,297.766,9,CAAAAA+ArialMT,24,10,.,1,131.901
1091,001_sd.pdf,3,121.701,58.3,9,CAAAAA+ArialMT,25,1,8.2.2c,0,121.551
1092,001_sd.pdf,3,121.401,94.4,9,BAAAAA+Arial-BoldMT,25,1,Augenschutz,0,121.551
1093,001_sd.pdf,3,121.401,150.95600000000002,9,BAAAAA+Arial-BoldMT,25,1,:,1,121.551
1094,001_sd.pdf,3,121.701,198.1,9,CAAAAA+ArialMT,24,11,Schutzbrille,0,121.551
1095,001_sd.pdf,3,110.901,58.3,9,CAAAAA+ArialMT,25,2,8.2.2d,0,110.78099999999999
1096,001_sd.pdf,3,110.601,94.4,9,BAAAAA+Arial-BoldMT,25,2,Körperschutz,0,110.78099999999999
1097,001_sd.pdf,3,110.601,152.45000000000002,9,BAAAAA+Arial-BoldMT,25,2,:,1,110.78099999999999
1098,001_sd.pdf,3,110.901,198.1,9,CAAAAA+ArialMT,24,12,Nein,0,110.78099999999999
1099,001_sd.pdf,3,110.901,216.60399999999998,9,CAAAAA+ArialMT,24,12,.,1,110.78099999999999
1100,001_sd.pdf,3,100.101,58.3,9,CAAAAA+ArialMT,25,3,8.2.2e,0,100.001
1101,001_sd.pdf,3,99.801,94.4,9,BAAAAA+Arial-BoldMT,25,3,Sonstiges,0,100.001
1102,001_sd.pdf,3,99.801,137.447,9,BAAAAA+Arial-BoldMT,25,3,:,1,100.001
1103,001_sd.pdf,3,100.101,198.1,9,CAAAAA+ArialMT,24,13,Tragezeitbegrenzung,0,100.001
1104,001_sd.pdf,3,100.101,285.598,9,CAAAAA+ArialMT,24,13,beachten,0,100.001
1105,001_sd.pdf,3,100.101,322.80400000000003,9,CAAAAA+ArialMT,24,13,.,1,100.001
1106,001_sd.pdf,3,86.901,58.3,9,CAAAAA+ArialMT,25,4,8.2.3,0,86.64385714285714
1107,001_sd.pdf,3,86.601,95.0,9,BAAAAA+Arial-BoldMT,24,14,Begrenzung,0,86.64385714285714
1108,001_sd.pdf,3,86.601,149.648,9,BAAAAA+Arial-BoldMT,24,14,und,0,86.64385714285714
1109,001_sd.pdf,3,86.601,168.70999999999998,9,BAAAAA+Arial-BoldMT,24,14,Überwachung,0,86.64385714285714
1110,001_sd.pdf,3,86.601,231.05299999999997,9,BAAAAA+Arial-BoldMT,24,14,der,0,86.64385714285714
1111,001_sd.pdf,3,86.601,247.54099999999997,9,BAAAAA+Arial-BoldMT,24,14,Umweltexposition,0,86.64385714285714
1112,001_sd.pdf,3,86.601,324.95,9,BAAAAA+Arial-BoldMT,24,14,:,1,86.64385714285714
1113,001_sd.pdf,3,76.101,95.0,9,CAAAAA+ArialMT,24,15,n.v,0,76.101
1114,001_sd.pdf,3,76.101,106.295,9,CAAAAA+ArialMT,24,15,.,1,76.101
1115,002_sd.pdf,1,767.446,58.3,14,BAAAAA+Arial-BoldMT,1,1,Sicherheitsdatenblatt,0,767.868
1116,002_sd.pdf,1,767.446,204.74,14,BAAAAA+Arial-BoldMT,1,1,gemäß,0,767.868
1117,002_sd.pdf,1,767.446,253.68400000000003,14,BAAAAA+Arial-BoldMT,1,1,EU-Verordnung,0,767.868
1118,002_sd.pdf,1,767.446,360.28000000000014,14,BAAAAA+Arial-BoldMT,1,1,2015/830,0,767.868
1119,002_sd.pdf,1,768.29,479.5,10,CAAAAA+ArialMT,2,1,Seite,0,767.868
1120,002_sd.pdf,1,768.29,504.8,10,CAAAAA+ArialMT,2,1,1,0,767.868
1121,002_sd.pdf,1,768.29,513.09,10,CAAAAA+ArialMT,2,1,von,0,767.868
1122,002_sd.pdf,1,768.29,531.8,10,CAAAAA+ArialMT,2,1,6,0,767.868
1123,002_sd.pdf,1,748.001,64.4,9,CAAAAA+ArialMT,1,2,Ausstellungsdatum,0,748.001
1124,002_sd.pdf,1,748.001,140.94500000000002,9,CAAAAA+ArialMT,1,2,:,1,748.001
1125,002_sd.pdf,1,748.001,146.03000000000003,9,CAAAAA+ArialMT,1,2,10.11.2017,0,748.001
1126,002_sd.pdf,1,748.001,193.22600000000006,9,CAAAAA+ArialMT,1,2,Ersatz,0,748.001
1127,002_sd.pdf,1,748.001,221.20700000000005,9,CAAAAA+ArialMT,1,2,für,0,748.001
1128,002_sd.pdf,1,748.001,234.29300000000003,9,CAAAAA+ArialMT,1,2,das,0,748.001
1129,002_sd.pdf,1,748.001,251.47400000000002,9,CAAAAA+ArialMT,1,2,Datenblatt,0,748.001
1130,002_sd.pdf,1,748.001,295.24099999999993,9,CAAAAA+ArialMT,1,2,von,0,748.001
1131,002_sd.pdf,1,748.001,309.7489999999999,9,CAAAAA+ArialMT,1,2,:,1,748.001
1132,002_sd.pdf,1,748.001,314.7349999999999,9,CAAAAA+ArialMT,1,2,23.10.2015,0,748.001
1133,002_sd.pdf,1,737.801,64.4,9,CAAAAA+ArialMT,1,3,"""*""",1,737.801
1134,002_sd.pdf,1,737.801,76.88300000000001,9,CAAAAA+ArialMT,1,3,Änderungen,0,737.801
1135,002_sd.pdf,1,737.801,128.669,9,CAAAAA+ArialMT,1,3,gegenüber,0,737.801
1136,002_sd.pdf,1,737.801,174.46100000000007,9,CAAAAA+ArialMT,1,3,Vorläufer,0,737.801
1137,002_sd.pdf,1,737.801,210.23600000000005,9,CAAAAA+ArialMT,1,3,",",1,737.801
1138,002_sd.pdf,1,737.801,215.22200000000004,9,CAAAAA+ArialMT,1,3,n.a,0,737.801
1139,002_sd.pdf,1,737.801,227.822,9,CAAAAA+ArialMT,1,3,.,1,737.801
1140,002_sd.pdf,1,737.801,232.90699999999998,9,CAAAAA+ArialMT,1,3,=,1,737.801
1141,002_sd.pdf,1,737.801,240.69199999999995,9,CAAAAA+ArialMT,1,3,nicht,0,737.801
1142,002_sd.pdf,1,737.801,262.37299999999993,9,CAAAAA+ArialMT,1,3,anwendbar,0,737.801
1143,002_sd.pdf,1,737.801,306.47299999999984,9,CAAAAA+ArialMT,1,3,",",1,737.801
1144,002_sd.pdf,1,737.801,311.5579999999998,9,CAAAAA+ArialMT,1,3,n.v,0,737.801
1145,002_sd.pdf,1,737.801,322.85299999999984,9,CAAAAA+ArialMT,1,3,.,1,737.801
1146,002_sd.pdf,1,737.801,327.8389999999998,9,CAAAAA+ArialMT,1,3,=,1,737.801
1147,002_sd.pdf,1,737.801,335.6239999999998,9,CAAAAA+ArialMT,1,3,nicht,0,737.801
1148,002_sd.pdf,1,737.801,357.2959999999998,9,CAAAAA+ArialMT,1,3,verfügbar,0,737.801
1149,002_sd.pdf,1,718.99,59.3,10,BAAAAA+Arial-BoldMT,1,4,ABSCHNITT,0,718.99
1150,002_sd.pdf,1,718.99,119.55000000000001,10,BAAAAA+Arial-BoldMT,1,4,1,0,718.99
1151,002_sd.pdf,1,718.99,125.05000000000001,10,BAAAAA+Arial-BoldMT,1,4,:,1,718.99
1152,002_sd.pdf,1,718.99,131.14,10,BAAAAA+Arial-BoldMT,1,4,Bezeichnung,0,718.99
1153,002_sd.pdf,1,718.99,196.0,10,BAAAAA+Arial-BoldMT,1,4,des,0,718.99
1154,002_sd.pdf,1,718.99,215.89000000000004,10,BAAAAA+Arial-BoldMT,1,4,Stoffs,0,718.99
1155,002_sd.pdf,1,718.99,246.9600000000001,10,BAAAAA+Arial-BoldMT,1,4,bzw,0,718.99
1156,002_sd.pdf,1,718.99,265.6600000000001,10,BAAAAA+Arial-BoldMT,1,4,.,1,718.99
1157,002_sd.pdf,1,718.99,271.2400000000001,10,BAAAAA+Arial-BoldMT,1,4,des,0,718.99
1158,002_sd.pdf,1,718.99,291.1200000000002,10,BAAAAA+Arial-BoldMT,1,4,Gemischs,0,718.99
1159,002_sd.pdf,1,718.99,341.48000000000013,10,BAAAAA+Arial-BoldMT,1,4,und,0,718.99
1160,002_sd.pdf,1,718.99,362.57000000000016,10,BAAAAA+Arial-BoldMT,1,4,des,0,718.99
1161,002_sd.pdf,1,718.99,382.46000000000015,10,BAAAAA+Arial-BoldMT,1,4,Unternehmens,0,718.99
1162,002_sd.pdf,1,707.601,58.3,9,CAAAAA+ArialMT,1,5,1.1,0,707.451
1163,002_sd.pdf,1,707.301,95.5,9,BAAAAA+Arial-BoldMT,4,1,Produktidentifikator,0,707.451
1164,002_sd.pdf,1,696.501,95.5,9,BAAAAA+Arial-BoldMT,4,2,Handelsname,0,696.501
1165,002_sd.pdf,1,696.501,154.171,9,BAAAAA+Arial-BoldMT,4,2,:,1,696.501
1166,002_sd.pdf,1,696.501,254.5,9,BAAAAA+Arial-BoldMT,3,1,PhosLock,0,696.501
1167,002_sd.pdf,1,696.501,299.752,9,BAAAAA+Arial-BoldMT,3,1,AlgenStopp,0,696.501
1168,002_sd.pdf,1,685.701,95.5,9,BAAAAA+Arial-BoldMT,4,3,Artikel,0,685.7867142857143
1169,002_sd.pdf,1,685.701,125.974,9,BAAAAA+Arial-BoldMT,4,3,-,1,685.7867142857143
1170,002_sd.pdf,1,685.701,131.464,9,BAAAAA+Arial-BoldMT,4,3,Nr,0,685.7867142857143
1171,002_sd.pdf,1,685.701,140.959,9,BAAAAA+Arial-BoldMT,4,3,.,1,685.7867142857143
1172,002_sd.pdf,1,685.701,143.362,9,BAAAAA+Arial-BoldMT,4,3,:,1,685.7867142857143
1173,002_sd.pdf,1,686.001,254.5,9,CAAAAA+ArialMT,3,2,n.v,0,685.7867142857143
1174,002_sd.pdf,1,686.001,265.795,9,CAAAAA+ArialMT,3,2,.,1,685.7867142857143
1175,002_sd.pdf,1,674.901,95.5,9,BAAAAA+Arial-BoldMT,4,4,Rezeptur,0,674.9867142857142
1176,002_sd.pdf,1,674.901,136.567,9,BAAAAA+Arial-BoldMT,4,4,-,1,674.9867142857142
1177,002_sd.pdf,1,674.901,142.156,9,BAAAAA+Arial-BoldMT,4,4,Nr,0,674.9867142857142
